question_id,question,expected_answer,expected_source,expected_section,answerable,retrieved_chunks,generated_answer,retrieval_relevance,answer_correctness,groundedness,hallucination,retrieved_source_documents,evaluation_status,source_attribution,answer_correctness_score,groundedness_score,completeness_score,retrieved_chunk_count,quality_status
Q130,Should relevant invoices be included in procurement records?,Yes.,Procurement_SOP.docx,"3–5. Vendor, Purchase and Documentation",Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017,"Yes, procurement records should include relevant invoices, along with the request, approval information, vendor details, and purchase documentation (Procurement_SOP.docx).",0.5555 || 0.4886 || 0.2374,,,,Procurement_SOP.docx || Procurement_SOP.docx || Travel_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q131,What are the standard core collaboration hours for employees and remote workers?,10:00 AM to 4:00 PM.,Attendance_Policy.docx; Work_From_Home_Policy.docx,Attendance Policy 2; WFH Policy 4,Yes,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003,"Based on the provided documents, the core collaboration hours for both employees and remote workers are from 10:00 AM to 4:00 PM (*Employee_Handbook.docx*, *Work_From_Home_Policy.docx*, and *Attendance_Policy.docx*).",0.8244 || 0.6741 || 0.6721,,,,Employee_Handbook.docx || Work_From_Home_Policy.docx || Attendance_Policy.docx,SUCCESS,0.0,0.8859182178974152,1.0,1.0,3,PASS
Q132,What should an employee do if they are working remotely and suspect a security issue?,They must follow IT security requirements and report suspected security incidents promptly to the IT security team.,Work_From_Home_Policy.docx; IT_Security_Policy.docx,WFH Policy 5; IT Security Policy 5,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007,"Based on the provided company documents, employees must report security or compliance concerns promptly (Employee_Handbook.docx). Additionally, when working remotely, employees are required to follow all IT security requirements (Work_From_Home_Policy.docx).",0.5034 || 0.4634 || 0.4221,,,,Work_From_Home_Policy.docx || Work_From_Home_Policy.docx || Employee_Handbook.docx,SUCCESS,0.0,0.7788370251655579,1.0,1.0,3,PASS
Q133,What requirements apply both to attendance and work-from-home availability?,"Employees are expected to be available during core collaboration hours from 10:00 AM to 4:00 PM, subject to the stated exceptions.",Attendance_Policy.docx; Work_From_Home_Policy.docx,Attendance Policy 2; WFH Policy 4,Yes,Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004,"Based on the provided company documents, employees are required to be available during the core collaboration hours from 10:00 AM to 4:00 PM for both standard attendance (unless on approved leave, as stated in *Attendance_Policy.docx*) and when working remotely (as stated in *Work_From_Home_Policy.docx*).",0.5513 || 0.5129 || 0.4894,,,,Attendance_Policy.docx || Work_From_Home_Policy.docx || Attendance_Policy.docx,SUCCESS,0.0,0.9668847322463989,1.0,1.0,3,PASS
Q134,What do the Leave Policy and WFH Policy require regarding manager involvement?,"Leave requests are subject to manager approval, and WFH arrangements are also subject to manager approval.",Leave_Policy.docx; Work_From_Home_Policy.docx,Leave Policy 3; WFH Policy 1,Yes,Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004,"Based on the provided documents (`Leave_Policy.docx`), regarding manager involvement, the leave policy requires that:
1. Employees should notify their manager as soon as reasonably possible when requesting sick leave (Chunk 0010) or notifying them of late arrivals (per `Attendance_Policy.docx`, Chunk 0004).
2. Leave requests are subject to manager approval and operational requirements (Chunk 0011).

Please note that information regarding a ""WFH Policy"" is not available in the provided company documents.",0.4526 || 0.4317 || 0.3472,,,,Leave_Policy.docx || Leave_Policy.docx || Attendance_Policy.docx,SUCCESS,0.0,0.7951483130455017,0.6,1.0,3,PASS
Q135,What security-related responsibilities are stated for employees in the Employee Handbook and IT Security Policy?,"Employees must protect confidential company information, report security or compliance concerns promptly, use required security controls, protect passwords, and report suspected security incidents promptly.",Employee_Handbook.docx; IT_Security_Policy.docx,Handbook 3; IT Security 1–5,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"Based on the provided company documents, the security-related responsibilities stated for employees in the IT Security Policy include:

* **Password Requirements:** Passwords must be at least 12 characters long and include a mix of uppercase letters, lowercase letters, numbers, and symbols (*IT_Security_Policy.docx*).
* **Password Protection:** Employees must not share passwords with others and should not write them in publicly accessible locations (*IT_Security_Policy.docx*).
* **Multi-Factor Authentication:** Multi-factor authentication must be enabled for systems that require it under the organization's security standards (*IT_Security_Policy.docx*).
* **Device Security:** Employees must use approved security controls on company devices and lock their devices when leaving them unattended (*IT_Security_Policy.docx*).
* **Security Incidents:** Suspected phishing, malware, unauthorized access, or the loss of company devices must be promptly reported to the IT security team (*IT_Security_Policy.docx*).

*Note: The provided documents do not contain information regarding the Employee Handbook.*",0.5501 || 0.5391 || 0.5381,,,,IT_Security_Policy.docx || Acceptable_Use_Policy.docx || IT_Security_Policy.docx,SUCCESS,0.0,0.814745306968689,0.8333333333333334,1.0,3,PASS
Q136,What is the company's maternity leave duration?,The provided documents do not contain sufficient information about maternity leave.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011,The information regarding the company's maternity leave duration is not available in the provided company documents.,0.4469 || 0.3079 || 0.2931,,,,Leave_Policy.docx || Attendance_Policy.docx || Leave_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q137,What is the employee resignation notice period?,The provided documents do not contain sufficient information about the resignation notice period.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0011 || Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Leave_Policy.docx | Leave_Policy.docx_chunk_0012,"Based on the provided company documents, the information about the employee resignation notice period is not available.",0.4300 || 0.4191 || 0.3491,,,,Leave_Policy.docx || Leave_Policy.docx || Leave_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q138,What is the employee salary increment percentage?,The provided documents do not contain sufficient information about salary increments.,,No matching section in the provided document collection.,No,,This information is not available in the provided company documents.,,,,,,SUCCESS,0.0,1.0,1.0,1.0,0,PASS
Q139,How much is the annual performance bonus?,The provided documents do not contain sufficient information about annual performance bonuses.,,No matching section in the provided document collection.,No,,This information is not available in the provided company documents.,,,,,,SUCCESS,0.0,1.0,1.0,1.0,0,PASS
Q140,What is the company's health insurance coverage amount?,The provided documents do not contain sufficient information about health insurance coverage amounts.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0010,The information regarding the company's health insurance coverage amount is not available in the provided company documents.,0.2176,,,,Leave_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,1,PASS
Q141,How many parental leave days are available?,The provided documents do not contain sufficient information about parental leave entitlement.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0018 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011,The information regarding parental leave days is not available in the provided company documents.,0.4969 || 0.4135 || 0.3917,,,,Leave_Policy.docx || Work_From_Home_Policy.docx || Leave_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q142,What is the retirement age for employees?,The provided documents do not contain sufficient information about retirement age.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008,The information about the retirement age for employees is not available in the provided company documents.,0.3231 || 0.2911 || 0.2584,,,,Leave_Policy.docx || Employee_Handbook.docx || IT_Security_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q143,What is the employee pension contribution percentage?,The provided documents do not contain sufficient information about pension contributions.,,No matching section in the provided document collection.,No,,This information is not available in the provided company documents.,,,,,,SUCCESS,0.0,1.0,1.0,1.0,0,PASS
Q144,What is the company's annual revenue?,The provided documents do not contain sufficient information about company revenue.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,The information is not available in the provided company documents.,0.2641 || 0.2072,,,,Leave_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,2,PASS
Q145,Who is the Chief Executive Officer of TechNova Solutions?,The provided documents do not contain sufficient information about the CEO.,,No matching section in the provided document collection.,No,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,The information is not available in the provided company documents.,0.5158 || 0.3773 || 0.3661,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q146,What is the office address of TechNova Solutions?,The provided documents do not contain sufficient information about the company's office address.,,No matching section in the provided document collection.,No,Employee_Handbook.docx | Employee_Handbook.docx_chunk_0005 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,The information is not available in the provided company documents.,0.5193 || 0.3999 || 0.3512,,,,Employee_Handbook.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q147,What is the employee referral bonus amount?,The provided documents do not contain sufficient information about employee referral bonuses.,,No matching section in the provided document collection.,No,Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016,The information is not available in the provided company documents.,0.2463 || 0.2407 || 0.2203,,,,Travel_Policy.docx || Leave_Policy.docx || Travel_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q148,How many vacation days do part-time employees receive?,The provided documents do not contain sufficient information about part-time employee vacation entitlement.,,No matching section in the provided document collection.,No,Leave_Policy.docx | Leave_Policy.docx_chunk_0010 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0006 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0003,"Based on the provided company documents, the information about vacation days for part-time employees is not available (the documents only mention that full-time employees are entitled to 20 days of annual leave per calendar year in `Leave_Policy.docx`).",0.4647 || 0.4516 || 0.4451,,,,Leave_Policy.docx || Employee_Handbook.docx || Attendance_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q149,What is the exact budget limit for procurement purchases?,The provided documents do not specify an exact monetary procurement budget limit.,,Procurement SOP contains authorization requirements but no exact monetary limit.,No,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017,"Based on the provided company documents, the exact budget limit for procurement purchases is not available in the documents.",0.3966 || 0.3684 || 0.3294,,,,Procurement_SOP.docx || Procurement_SOP.docx || Travel_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
Q150,What is the maximum hotel reimbursement amount per night?,The provided documents do not specify an exact hotel reimbursement amount.,,Travel Policy mentions reimbursement limits but does not provide an exact monetary amount.,No,Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"Based on the provided company documents (*Travel_Policy.docx*), specific maximum hotel reimbursement amounts per night are not mentioned; the policy only states that employees should select reasonably priced accommodation that meets business requirements and organizational reimbursement limits.",0.4412 || 0.3538 || 0.2329,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,0.0,1.0,1.0,1.0,3,PASS
